Type,Age,BreedPurity,Gender,ColorPurity,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed
Dog,3,Mixed,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,3,Fast
Dog,6,Pure,Female,Pure,Medium,Short,Yes,No,No,Healthy,2,50,Selangor,0,3,Fast
Cat,3,Pure,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,4,0,Johor,0,5,Slow
Dog,36,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Perak,0,2,Slow
Dog,1,Pure,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Selangor,0,2,Fast
Cat,7,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,3,Fast
Cat,4,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Fast
Cat,8,Pure,Mixed,Pure,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,2,0,Johor,0,5,Not Adopted
Cat,7,Pure,Male,Pure,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,0,0,Not Adopted
Dog,7,Mixed,Female,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Average
Cat,1,Pure,Male,Mixed,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Not Adopted
Cat,1,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,7,Average
Cat,5,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,3,Slow
Cat,2,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,4,Fast
Cat,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,2,0,Selangor,0,5,Slow
Dog,2,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,7,Slow
Dog,3,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,50,Selangor,0,4,Not Adopted
Dog,8,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Perak,1,9,Not Adopted
Dog,24,Mixed,Female,Mixed,Small,Medium,Yes,Yes,No,Healthy,1,150,Kuala Lumpur,0,4,Slow
Cat,5,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Slow
Dog,24,Mixed,Female,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,5,Average
Cat,12,Pure,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,4,0,Selangor,0,1,Fast
Cat,18,Mixed,Female,Mixed,Medium,Short,No,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,2,Average
Cat,3,Pure,Female,Mixed,Small,Short,No,Yes,No,Healthy,1,0,Pulau Pinang,0,5,Slow
Cat,1,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,2,3,Fast
Cat,1,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,4,0,Pahang,0,4,Fast
Cat,1,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,50,Selangor,0,5,Fast
Dog,3,Pure,Male,Pure,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,4,Fast
Dog,1,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,200,Selangor,0,8,Slow
Cat,28,Mixed,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,0,7,Instant
Cat,48,Pure,Female,Mixed,Large,Medium,No,No,No,Healthy,1,0,Selangor,0,1,Average
Cat,3,Pure,Female,Mixed,Medium,Short,No,No,Not Sure,Healthy,2,0,Selangor,0,4,Not Adopted
Dog,3,Pure,Female,Mixed,Small,Medium,No,No,No,Healthy,1,0,Selangor,0,2,Not Adopted
Dog,2,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,7,Average
Cat,3,Pure,Male,Mixed,Large,Long,No,Yes,No,Healthy,1,50,Selangor,0,2,Fast
Cat,4,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,2,0,Selangor,0,1,Slow
Cat,5,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,3,Slow
Cat,1,Mixed,Mixed,Mixed,Medium,Short,No,Yes,No,Healthy,3,0,Kuala Lumpur,0,5,Average
Cat,8,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,20,Kuala Lumpur,0,2,Not Adopted
Cat,6,Pure,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Kedah,0,4,Average
Dog,7,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,2,0,Selangor,0,2,Not Adopted
Dog,2,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,5,Slow
Dog,2,Mixed,Female,Mixed,Large,Short,No,No,No,Healthy,1,0,Kedah,5,7,Slow
Cat,12,Pure,Female,Mixed,Medium,Long,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,4,Fast
Dog,3,Mixed,Male,Mixed,Medium,Long,No,Yes,No,Healthy,1,300,Kuala Lumpur,0,4,Not Adopted
Cat,2,Mixed,Mixed,Mixed,Small,Medium,Yes,Yes,No,Healthy,2,200,Selangor,0,11,Slow
Dog,2,Pure,Female,Pure,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,4,Average
Dog,1,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Perak,1,5,Average
Cat,24,Pure,Female,Pure,Small,Short,Yes,Yes,Yes,Healthy,1,0,Sabah,0,1,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,1,Instant
Cat,1,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,6,0,Selangor,0,2,Average
Dog,24,Mixed,Male,Pure,Large,Short,Not Sure,Not Sure,Yes,Minor Injury,1,0,Kuala Lumpur,0,2,Slow
Cat,7,Mixed,Female,Pure,Large,Long,No,Yes,No,Healthy,1,15,Selangor,0,2,Fast
Dog,6,Mixed,Mixed,Mixed,Medium,Medium,Yes,Yes,No,Healthy,2,0,Selangor,0,4,Not Adopted
Cat,5,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,3,0,Selangor,0,5,Not Adopted
Dog,3,Mixed,Male,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Average
Cat,1,Pure,Mixed,Mixed,Small,Medium,No,Yes,No,Healthy,4,0,Pulau Pinang,0,5,Not Adopted
Dog,24,Mixed,Female,Mixed,Large,Medium,Yes,Yes,Yes,Healthy,1,500,Selangor,0,5,Fast
Dog,1,Pure,Mixed,Mixed,Medium,Short,Yes,Yes,No,Healthy,5,0,Selangor,0,5,Not Adopted
Cat,1,Pure,Male,Pure,Large,Short,No,No,No,Healthy,1,0,Selangor,0,4,Fast
Cat,0,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,5,Fast
Cat,1,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Dog,3,Mixed,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Dog,2,Mixed,Female,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,4,Slow
Dog,2,Pure,Male,Pure,Medium,Short,No,No,No,Healthy,1,0,Johor,0,2,Fast
Dog,48,Mixed,Female,Pure,Small,Medium,Not Sure,Yes,Yes,Healthy,1,300,Selangor,0,3,Slow
Cat,3,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,1,Mixed,Male,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,3,Average
Dog,2,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,5,Slow
Cat,12,Pure,Male,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,1,Fast
Cat,3,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Johor,0,3,Not Adopted
Dog,4,Pure,Male,Pure,Small,Medium,Yes,Yes,Not Sure,Healthy,1,200,Selangor,0,4,Average
Dog,3,Mixed,Male,Pure,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,2,Fast
Cat,2,Mixed,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Selangor,0,3,Average
Dog,3,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Pulau Pinang,0,7,Slow
Cat,2,Pure,Male,Pure,Small,Medium,No,No,No,Healthy,1,0,Selangor,0,3,Fast
Dog,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Average
Dog,24,Pure,Male,Mixed,Medium,Short,No,No,No,Minor Injury,1,0,Selangor,0,3,Not Adopted
Cat,3,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Pulau Pinang,0,1,Average
Dog,24,Pure,Male,Mixed,Small,Long,Yes,Yes,No,Healthy,1,250,Selangor,0,2,Fast
Cat,1,Pure,Mixed,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,3,0,Kuala Lumpur,0,5,Slow
Cat,3,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,2,Not Adopted
Cat,4,Pure,Mixed,Mixed,Small,Short,No,Yes,No,Healthy,5,0,Selangor,0,9,Average
Dog,2,Mixed,Female,Pure,Medium,Short,No,Yes,No,Healthy,3,0,Selangor,0,3,Not Adopted
Dog,3,Pure,Male,Mixed,Large,Short,No,Yes,Yes,Healthy,1,200,Kuala Lumpur,0,10,Slow
Dog,15,Pure,Male,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,500,Selangor,0,0,Fast
Dog,1,Mixed,Male,Mixed,Small,Short,No,No,Not Sure,Healthy,1,0,Selangor,0,4,Slow
Cat,1,Mixed,Mixed,Pure,Small,Medium,No,Yes,No,Healthy,4,200,Selangor,0,11,Slow
Dog,1,Mixed,Mixed,Mixed,Small,Short,No,No,No,Healthy,5,0,Kuala Lumpur,0,3,Average
Dog,1,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,3,Slow
Dog,3,Pure,Male,Pure,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Cat,1,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Johor,0,2,Average
Cat,1,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,1,4,Average
Cat,3,Mixed,Male,Mixed,Large,Long,No,Yes,No,Healthy,1,150,Selangor,0,6,Slow
Cat,2,Pure,Male,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,3,Not Adopted
Cat,4,Pure,Mixed,Mixed,Large,Short,No,No,No,Healthy,3,0,Selangor,0,2,Fast
Dog,5,Pure,Female,Pure,Medium,Short,No,No,Yes,Healthy,1,0,Johor,0,1,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,5,Instant
Cat,1,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,5,Fast
Dog,12,Pure,Male,Mixed,Small,Long,Not Sure,Not Sure,Yes,Healthy,1,0,Selangor,0,1,Fast
Dog,1,Pure,Male,Pure,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,11,Slow
Dog,24,Pure,Male,Pure,Medium,Short,No,No,No,Healthy,1,0,Negeri Sembilan,0,4,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,3,Fast
Dog,1,Pure,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Selangor,0,1,Average
Cat,12,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,3,0,Selangor,0,5,Not Adopted
Dog,54,Pure,Female,Pure,Medium,Medium,Yes,No,No,Healthy,1,0,Melaka,0,2,Slow
Dog,3,Pure,Male,Mixed,Small,Short,Yes,Yes,No,Healthy,1,50,Selangor,0,1,Average
Dog,24,Pure,Male,Pure,Large,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Average
Dog,15,Pure,Male,Mixed,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Instant
Cat,1,Pure,Female,Pure,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,2,Average
Dog,36,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Pulau Pinang,0,5,Not Adopted
Dog,8,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,2,Not Adopted
Cat,1,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Selangor,0,4,Not Adopted
Cat,2,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,50,Selangor,0,0,Not Adopted
Cat,1,Mixed,Female,Mixed,Small,Medium,No,Yes,No,Healthy,1,50,Selangor,0,7,Slow
Dog,24,Mixed,Male,Mixed,Medium,Long,Yes,Yes,No,Healthy,1,250,Johor,0,1,Fast
Cat,2,Mixed,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,5,0,Selangor,0,10,Average
Dog,5,Pure,Male,Pure,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Average
Dog,3,Mixed,Male,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,200,Selangor,0,0,Not Adopted
Dog,1,Pure,Male,Mixed,Medium,Medium,Yes,Not Sure,No,Healthy,1,0,Selangor,0,1,Average
Dog,5,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,1,Average
Cat,12,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Cat,1,Mixed,Female,Mixed,Medium,Long,Yes,Yes,No,Healthy,1,150,Kuala Lumpur,2,6,Slow
Cat,5,Pure,Female,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Johor,1,4,Average
Dog,27,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,4,Not Adopted
Dog,2,Pure,Male,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,2,Average
Dog,1,Mixed,Male,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,1,Average
Dog,1,Mixed,Male,Pure,Medium,Short,No,No,Yes,Healthy,1,0,Selangor,0,2,Average
Dog,24,Pure,Female,Pure,Large,Medium,Not Sure,Not Sure,No,Healthy,1,400,Selangor,0,1,Fast
Dog,36,Pure,Male,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,250,Selangor,0,5,Slow
Cat,2,Pure,Male,Pure,Medium,Short,No,Yes,No,Healthy,2,0,Selangor,0,4,Slow
Dog,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,4,Average
Dog,2,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,50,Selangor,0,2,Fast
Cat,3,Pure,Female,Mixed,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,2,Slow
Cat,5,Mixed,Male,Mixed,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,5,Not Adopted
Cat,2,Mixed,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,3,Average
Dog,24,Pure,Female,Pure,Medium,Medium,No,Not Sure,Yes,Healthy,1,0,Johor,0,5,Not Adopted
Dog,6,Pure,Mixed,Pure,Medium,Medium,No,No,No,Healthy,4,0,Selangor,0,2,Not Adopted
Cat,3,Pure,Female,Pure,Small,Short,Yes,Yes,Yes,Healthy,2,0,Johor,0,4,Slow
Dog,2,Mixed,Male,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,100,Kuala Lumpur,0,1,Average
Dog,36,Pure,Female,Mixed,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Fast
Cat,4,Mixed,Female,Mixed,Medium,Short,No,No,No,Healthy,2,0,Johor,0,0,Not Adopted
Dog,12,Mixed,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,2,Pure,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,4,Average
Dog,1,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,4,Fast
Cat,1,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,5,0,Kuala Lumpur,0,11,Average
Cat,24,Mixed,Mixed,Mixed,Large,Medium,Yes,Yes,Yes,Healthy,2,0,Perak,0,5,Average
Dog,1,Mixed,Male,Mixed,Large,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Average
Cat,24,Pure,Mixed,Mixed,Medium,Short,No,No,No,Minor Injury,2,0,Kuala Lumpur,0,2,Not Adopted
Cat,5,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,3,Slow
Cat,6,Mixed,Mixed,Mixed,Medium,Medium,Not Sure,Not Sure,No,Healthy,3,0,Selangor,0,4,Average
Dog,0,Mixed,Female,Mixed,Medium,Long,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,5,Fast
Dog,1,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,10,Average
Dog,2,Pure,Female,Mixed,Medium,Short,No,No,Not Sure,Healthy,4,30,Negeri Sembilan,0,5,Not Adopted
Cat,3,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,2,0,Kuala Lumpur,0,1,Slow
Dog,1,Pure,Female,Mixed,Medium,Short,Not Sure,Yes,No,Healthy,2,0,Selangor,0,6,Fast
Cat,3,Pure,Female,Mixed,Small,Short,No,Yes,No,Minor Injury,1,0,Selangor,0,8,Slow
Dog,3,Mixed,Male,Mixed,Medium,Long,No,No,No,Healthy,1,0,Selangor,0,6,Slow
Dog,2,Mixed,Female,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Slow
Dog,2,Pure,Mixed,Mixed,Medium,Medium,Yes,Yes,No,Healthy,3,0,Selangor,0,4,Fast
Cat,14,Pure,Male,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,4,Not Adopted
Dog,4,Mixed,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,6,Slow
Dog,2,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,1,Average
Dog,2,Mixed,Male,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,1,Not Adopted
Cat,2,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Fast
Dog,11,Mixed,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,1,8,Not Adopted
Dog,6,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,6,Slow
Cat,10,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,5,Average
Dog,12,Pure,Female,Pure,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,0,Slow
Cat,3,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,6,Fast
Cat,18,Pure,Female,Mixed,Medium,Short,No,No,Yes,Healthy,1,0,Kedah,0,2,Not Adopted
Dog,30,Pure,Male,Mixed,Large,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Slow
Dog,28,Pure,Male,Mixed,Large,Medium,Yes,Yes,Not Sure,Healthy,1,50,Selangor,0,2,Fast
Dog,4,Pure,Female,Mixed,Medium,Short,No,No,Not Sure,Healthy,1,0,Selangor,0,2,Slow
Cat,1,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,10,Average
Dog,122,Pure,Male,Mixed,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Not Adopted
Cat,6,Pure,Male,Pure,Small,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,9,Average
Cat,2,Pure,Male,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,5,Fast
Dog,1,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,3,200,Johor,0,3,Instant
Dog,84,Mixed,Female,Pure,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Average
Dog,1,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Pulau Pinang,0,10,Average
Dog,2,Pure,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,0,Slow
Dog,12,Pure,Female,Pure,Medium,Short,Not Sure,Not Sure,Not Sure,Minor Injury,1,0,Selangor,0,3,Not Adopted
Dog,5,Mixed,Mixed,Mixed,Small,Short,No,No,No,Healthy,4,0,Selangor,0,5,Not Adopted
Dog,2,Mixed,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Average
Dog,12,Mixed,Male,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,3,Average
Cat,7,Pure,Male,Mixed,Medium,Long,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,1,11,Instant
Cat,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Instant
Cat,1,Pure,Male,Mixed,Small,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,2,Average
Cat,2,Pure,Male,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,4,Average
Cat,48,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,3,Average
Cat,2,Pure,Female,Mixed,Small,Short,No,Yes,No,Healthy,1,0,Negeri Sembilan,0,3,Fast
Dog,2,Pure,Male,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Fast
Cat,1,Mixed,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,50,Selangor,0,3,Average
Dog,12,Mixed,Mixed,Pure,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,4,0,Kuala Lumpur,0,10,Not Adopted
Dog,1,Pure,Male,Pure,Large,Short,Yes,Yes,No,Healthy,1,350,Johor,0,3,Fast
Cat,4,Pure,Mixed,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,3,0,Johor,0,3,Average
Cat,4,Pure,Male,Mixed,Small,Medium,No,No,No,Healthy,2,0,Kuala Lumpur,0,4,Not Adopted
Dog,2,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Pulau Pinang,0,3,Average
Dog,1,Mixed,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kedah,0,1,Average
Dog,2,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,2,0,Kuala Lumpur,0,1,Not Adopted
Dog,2,Pure,Female,Pure,Medium,Short,Yes,Not Sure,No,Healthy,1,0,Selangor,0,4,Average
Dog,1,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,2,Average
Cat,2,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,150,Johor,0,4,Slow
Cat,12,Pure,Male,Mixed,Large,Short,No,No,No,Healthy,1,0,Selangor,0,5,Slow
Dog,2,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,2,0,Selangor,0,5,Instant
Cat,5,Pure,Mixed,Pure,Small,Short,Yes,Yes,Yes,Healthy,2,0,Kuala Lumpur,0,6,Not Adopted
Dog,1,Mixed,Male,Pure,Medium,Short,No,Yes,No,Healthy,2,0,Selangor,0,4,Average
Dog,1,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,1,Average
Dog,10,Pure,Female,Mixed,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Slow
Dog,2,Pure,Male,Pure,Medium,Short,No,Yes,No,Healthy,1,150,Selangor,0,16,Slow
Dog,3,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,1,5,Fast
Cat,1,Pure,Mixed,Mixed,Medium,Short,Yes,Yes,No,Healthy,4,0,Pulau Pinang,0,4,Slow
Dog,24,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,1,12,Not Adopted
Cat,6,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,70,Johor,0,6,Average
Cat,18,Mixed,Male,Mixed,Large,Long,Yes,Yes,No,Healthy,1,500,Melaka,0,3,Average
Dog,2,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,7,0,Selangor,0,3,Not Adopted
Dog,7,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,5,Slow
Dog,1,Mixed,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Pahang,0,4,Slow
Dog,12,Mixed,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,20,Pulau Pinang,0,1,Slow
Cat,3,Pure,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Selangor,0,5,Not Adopted
Cat,2,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,2,Slow
Dog,3,Pure,Male,Mixed,Medium,Medium,Yes,Not Sure,Not Sure,Healthy,1,0,Selangor,0,0,Not Adopted
Cat,120,Pure,Male,Pure,Large,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Slow
Cat,5,Pure,Female,Mixed,Small,Short,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,0,3,Slow
Dog,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Minor Injury,1,150,Selangor,0,5,Not Adopted
Dog,4,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,1,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,20,Pulau Pinang,0,1,Average
Cat,2,Pure,Mixed,Mixed,Small,Medium,No,No,No,Healthy,3,0,Selangor,0,6,Average
Dog,9,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Perak,1,3,Average
Cat,1,Pure,Male,Mixed,Small,Medium,No,No,No,Healthy,1,0,Selangor,0,2,Fast
Dog,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,1,Average
Dog,50,Pure,Male,Pure,Large,Long,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Dog,1,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,4,0,Johor,0,1,Instant
Cat,2,Pure,Male,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,1,2,Fast
Dog,8,Mixed,Female,Mixed,Small,Long,No,No,Yes,Healthy,1,0,Selangor,0,11,Fast
Cat,5,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,5,Not Adopted
